Date,RollingSharpe_36M,RollingSharpe_1Y
2017-02-08,0.8039741970575766,2.567467579835308
2017-02-09,0.7931008305383181,2.4466520790997075
2017-02-10,0.7942534208292414,2.5260936943146293
2017-02-13,0.8146433643295669,2.501154810897417
2017-02-14,0.8022339168037371,2.58215945609583
2017-02-15,0.8242024554121206,2.5687277411465597
2017-02-16,0.8302375313805885,2.387862159686498
2017-02-17,0.823596121148115,2.3913030386250655
2017-02-22,0.8351995176190216,2.5673046490068407
2017-02-23,0.8203877085067569,2.5302006892579607
2017-02-24,0.80854260913814,2.472042878640461
2017-02-27,0.8167622435063636,2.652583605959615
2017-02-28,0.8325262796424904,2.8154415138116726
2017-03-01,0.8891202585313467,3.009851360274898
2017-03-02,0.8908963960435392,2.9567445421680905
2017-03-03,0.877674780155753,3.1098385931642363
2017-03-06,0.8799839657361115,2.960178276902164
2017-03-07,0.8825738498903001,2.8290346052949378
2017-03-08,0.8809273300838801,2.863121296687051
2017-03-09,0.8690234491510551,2.895158167060919
2017-03-10,0.868820457306045,2.8411688385238243
2017-03-13,0.8808334498633695,3.042375405095321
2017-03-14,0.8832319678639059,3.0040598180586793
2017-03-15,0.8861134631177846,2.923705390105616
2017-03-16,0.8754870288524469,2.88541628724748
2017-03-17,0.8839827628058572,2.923507989116375
2017-03-20,0.8864782803688337,2.7807287435318417
2017-03-21,0.8409604573133361,2.601579845604677
2017-03-22,0.8588216640535826,2.602777512774737
2017-03-23,0.8284596040723431,2.5464246756715667
2017-03-24,0.8044864918697427,2.502096005673088
2017-03-27,0.8115771684032973,2.5687604062295564
2017-03-28,0.8342008747851168,2.5464602612406066
2017-03-29,0.831215812663806,2.664679162953655
2017-03-30,0.84544967966973,2.5291451264722062
2017-03-31,0.8687043190196786,2.51680971501783
2017-04-03,0.8839647190091968,2.498894309982494
2017-04-04,0.8874620668326855,2.4239117030226165
2017-04-05,0.8919232231745549,2.3631362019233695
2017-04-06,0.8757268041305303,2.400220244592926
2017-04-07,0.8711036812656469,2.389045021820932
2017-04-10,0.9109587312464251,2.3521239582900417
2017-04-11,0.9065035147001057,2.392333562078552
2017-04-12,0.9007778093040014,2.4051102206616064
2017-04-13,0.864910805449041,2.29487949825733
2017-04-18,0.8461473601891951,2.2298905924117824
2017-04-19,0.8260812608625188,2.192569117661417
2017-04-20,0.815162452754481,2.2539302042566414
2017-04-21,0.8035684350528982,2.2748645559972567
2017-04-24,0.8264166253098855,2.335302444994276
2017-04-25,0.8349301700855812,2.3052258976400943
2017-04-26,0.8294828542575323,2.348592534431253
2017-04-27,0.8195778899885333,2.32643441199754
2017-04-28,0.8335775301890579,2.3325897722093805
2017-05-02,0.849350691202107,2.3601934837987186
2017-05-03,0.857991791750727,2.2565891655031134
2017-05-04,0.8655181953234586,2.291113988064515
2017-05-05,0.8657896858797497,2.378918388612574
2017-05-08,0.8655096940870254,2.405091769690372
2017-05-09,0.8928487520543388,2.454513787125948
2017-05-10,0.8717879343008238,2.507189363869517
2017-05-11,0.8631717726473064,2.4888226888887335
2017-05-12,0.8580152734040369,2.6383405999337457
2017-05-15,0.8815260303316584,2.7482845778011975
2017-05-16,0.8957147608253059,2.7942516111993316
2017-05-17,0.8352569709813685,2.591354101293919
2017-05-18,0.8406327339716445,2.7163489319750744
2017-05-19,0.8788120272120528,2.884278112116434
2017-05-22,0.913271701530695,2.95848288681629
2017-05-23,0.90553204198612,3.0820224806465797
2017-05-24,0.9004569277155812,3.1229101082890307
2017-05-25,0.9200116068941814,3.135391563751767
2017-05-26,0.9228215722259971,3.222586801064905
2017-05-30,0.9224401600802481,3.13220272105768
2017-05-31,0.9294313408156041,3.059359217085423
2017-06-01,0.9414694120599085,3.214304708470542
2017-06-02,0.9759475244094514,3.2509886445029164
2017-06-05,0.9889787814734154,3.2229670405081503
2017-06-06,0.9812762993615285,3.3435593849677137
2017-06-07,0.9669743400773931,3.25741600137698
2017-06-08,0.9491076600074702,3.2837210771741128
2017-06-09,0.929664392270915,3.097145571140095
2017-06-12,0.9255309493399884,2.953019720707318
2017-06-13,0.9663859173656398,2.979168144254674
2017-06-14,0.9902026681038988,2.8757990439852623
2017-06-15,0.9663785077716587,2.7484057484954367
2017-06-16,0.9535333596728676,2.77079311259631
2017-06-19,1.015638890298268,2.845098697832463
2017-06-20,1.0326687041001428,2.838105863379603
2017-06-21,1.0233164756191917,2.787577405588677
2017-06-22,1.0186884898513109,2.764715139044075
2017-06-23,1.0060833368171973,2.7566613134109215
2017-06-26,0.9888106716426752,2.7752355204551633
2017-06-27,0.9369156466953987,2.7866825622030045
2017-06-28,0.9514510316682616,2.9532800616867467
2017-06-29,0.9004244870668874,2.8625861243209636
2017-06-30,0.9088769721002218,2.7895689025980364
2017-07-03,0.886990167467879,2.773111566692359
2017-07-06,0.8537266514933576,2.728627066296592
2017-07-07,0.8762425311249372,2.7158833213063955
2017-07-10,0.914906423135609,2.6953990179145384
2017-07-11,0.9172994538389357,2.6845921368106542
2017-07-12,0.9409667223850363,2.6998609526393684
2017-07-13,0.950802079584247,3.268435315024782
2017-07-14,0.9318223956219315,3.6385526433146813
2017-07-17,0.9271300902600685,3.493741012784864
2017-07-18,0.9410797562253002,3.3876759941678043
2017-07-19,0.983700185269994,3.3444660043319274
2017-07-20,0.9827829885356448,3.326214673233908
2017-07-21,0.9596551507415897,3.270814172378206
2017-07-24,0.9697856795665122,3.152912093298364
2017-07-25,0.9568621711587514,3.033304060116399
2017-07-26,0.9482819227878915,2.966610764442594
2017-07-27,0.9238881117767725,2.8208744952054845
2017-07-28,0.8996813351121683,2.7358430721535347
2017-07-31,0.8967335997410655,2.671676120069989
2017-08-01,0.8937172977646152,2.7372543621912127
2017-08-02,0.9032985211804316,2.717295122143346
2017-08-03,0.8977718383337572,2.789693920460859
2017-08-04,0.9137747403003532,2.6400073591938837
2017-08-07,0.9217968625373687,2.761282223736013
2017-08-08,0.9079721061023204,2.657361402550598
2017-08-09,0.8969888603083445,2.6710146632210257
2017-08-10,0.85677508935169,2.4026596897085413
2017-08-11,0.8589744120730267,2.349497621181096
2017-08-14,0.8829109379368654,2.4079194878513985
2017-08-15,0.9110572737727094,2.4483436647499532
2017-08-16,0.9207850499934594,2.4629149685886613
2017-08-17,0.8928363447906333,2.410761424587418
2017-08-18,0.8795409945892619,2.3731964257044385
2017-08-21,0.8710131246511476,2.3229009689998503
2017-08-22,0.900522765573557,2.340167127778633
2017-08-23,0.8982524103770779,2.325438483282675
2017-08-24,0.8927132865792305,2.236393634100443
2017-08-25,0.9274752859321109,2.3439271461307496
2017-08-29,0.923722968244075,2.2949609616425364
2017-08-30,0.9488092419307379,2.3869471752177827
2017-08-31,0.9566454433681225,2.3881097553324744
2017-09-01,0.9592717590437182,2.4612483459076606
2017-09-06,0.9375671474561891,2.498820622073258
2017-09-07,0.9347529934068094,2.448218551605217
2017-09-08,0.9083763844026516,2.338049846827422
2017-09-11,0.9461598080073168,2.428851020072439
2017-09-12,0.9583672492466987,2.453850352951909
2017-09-13,0.9743056775763357,2.548790324583084
2017-09-14,0.9568446353617914,2.5253272549366126
2017-09-15,0.9471225100981422,2.523227343691649
2017-09-18,0.967213302680133,2.5950997437490235
2017-09-19,0.9532926630886287,2.6725959547587026
2017-09-20,0.9677797643497134,2.6195257552427336
2017-09-21,0.9394451018062311,2.5045215716886586
2017-09-22,0.9474165280771888,2.5140328373277936
2017-09-25,0.915286376819736,2.4814938828032607
2017-09-26,0.9148888069865108,2.7833547476745046
2017-09-27,0.9415244718431679,2.7893899627992336
2017-09-28,0.964072767627494,2.9050794932071193
2017-09-29,0.9814466998646852,2.928380530531567
2017-10-02,1.0082555459086882,2.915212957028753
2017-10-03,1.0167902722373876,2.956234991404084
2017-10-04,1.0600132132593487,2.8962311542219035
2017-10-05,1.0914897947936097,3.0283220533359527
2017-10-06,1.0814811418529882,2.922109854456232
2017-10-09,1.1037343440277254,2.8774528899812992
2017-10-10,1.1119763957167963,2.94244039280712
2017-10-11,1.131967905901445,3.053887137741768
2017-10-12,1.1203478540455765,2.981196922869732
2017-10-13,1.113279633729471,2.9524195550380172
2017-10-16,1.1211533531978277,3.0000312079216966
2017-10-17,1.1047053135967517,2.9565574761041997
2017-10-18,1.0997875672393616,2.929070700671212
2017-10-19,1.0886497332258451,2.8750554442775176
2017-10-20,1.083477043977834,2.8986390565595763
2017-10-23,1.0646052859668145,2.7921342403104337
2017-10-24,1.0779461330203217,2.904503336465949
2017-10-25,1.0493435948223233,2.837781467475043
2017-10-26,1.0525528570309841,2.9290669706979973
2017-10-27,1.1007143184676407,3.048929906425501
2017-10-30,1.0931979179345386,3.125081840566712
2017-10-31,1.0975317264942903,3.0604596548451415
2017-11-01,1.087275935099621,3.0726981525750734
2017-11-02,1.1062376078119405,3.1027359401294152
2017-11-03,1.1087605647725474,3.128040469402861
2017-11-06,1.1267685517900292,3.153729062607092
2017-11-07,1.1275160810226232,3.1187914647210557
2017-11-08,1.1363037125290254,3.1939711266206303
2017-11-09,1.1123844194670967,3.1758723834807427
2017-11-10,1.109937987820403,3.203553428818986
2017-11-13,1.117431923127592,3.243321921381708
2017-11-14,1.1167192797751067,3.2046834737982017
2017-11-15,1.0897344693101576,3.214872129816174
2017-11-16,1.1001550468369121,3.4016412171499617
2017-11-17,1.0847136984068855,3.503139864904653
2017-11-20,1.096110390898708,3.436950504576236
2017-11-21,1.1619356391480067,3.5733294991526767
2017-11-22,1.181634697530853,3.5466357075649135
2017-11-27,1.1545402555330868,3.584093412052328
2017-11-28,1.2129831767733474,3.690910372062027
2017-11-29,1.1528122385936868,3.459726516871067
2017-11-30,1.1693501628098808,3.403149159839441
2017-12-01,1.1631152610702027,3.301319556370758
2017-12-04,1.1701052962067715,3.091825253091657
2017-12-05,1.1729365758196417,2.9496573762641676
2017-12-06,1.1965586765299927,2.874058578363866
2017-12-07,1.179145293726426,2.8341186999548764
2017-12-08,1.2290601218627188,2.9605467374879026
2017-12-11,1.3212149076075856,3.0811523491177337
2017-12-12,1.370416424874413,3.125578267726886
2017-12-13,1.3485955730852894,3.081770970632297
2017-12-14,1.373754806514641,3.216718861995634
2017-12-15,1.405532586352151,3.333446033745691
2017-12-18,1.404591075945739,3.3788427830858625
2017-12-19,1.3784379418403483,3.3359043854207284
2017-12-20,1.3323042689781976,3.178464762213988
2017-12-21,1.328408785975806,3.1662103938914963
2017-12-22,1.2983888906491508,3.079948322968277
2017-12-27,1.277919897915256,3.0704636638863585
2017-12-28,1.284130647012513,3.001002031279813
2017-12-29,1.2553820603642656,3.0128828425142196
2018-01-02,1.26809806779286,3.0544028834707055
2018-01-03,1.2977084311067373,3.2011429115961065
2018-01-04,1.2672803330670366,3.226077052440107
2018-01-05,1.2674959440913378,3.2047759310248987
2018-01-08,1.2826876264006628,3.27097277607464
2018-01-09,1.2718590442049778,3.305157716980648
2018-01-10,1.268116793965906,3.2658000674125356
2018-01-11,1.2769695805518275,3.347306981595941
2018-01-12,1.2864226928049636,3.4339527035920314
2018-01-17,1.2920739161377301,3.578931629779087
2018-01-18,1.2782412759055282,3.3995185557726786
2018-01-19,1.2764932503371416,3.3649484625182207
2018-01-22,1.2715214754709123,3.4042030814583697
2018-01-23,1.2782390208381584,3.353153624028113
2018-01-24,1.2440384512025442,3.1988143604264025
2018-01-25,1.2529419394250285,3.198086160027211
2018-01-26,1.2737359868504783,3.228473443924407
2018-01-29,1.2479370331979733,3.2421350606115866
2018-01-30,1.2163355721825024,3.045366519869722
2018-01-31,1.2257328449670848,3.113741037478594
2018-02-01,1.1919567364126569,3.0753787113443303
2018-02-02,1.1515922967721457,2.7391123610435875
2018-02-05,1.0481897263694557,2.2526989541709987
2018-02-06,1.0431176223704244,2.235139365857861
2018-02-07,1.0461627624877774,2.1573464628767467
2018-02-08,0.9693924151353602,1.7675030457260845
2018-02-09,1.0103968965570262,1.847510683461992
2018-02-12,1.0762485182753276,2.118292209521673
2018-02-13,1.1129814032434737,2.157947450102363
2018-02-14,1.1494750266449487,2.1934177088007036
2018-02-15,1.2379561116720583,2.312363879917285
2018-02-16,1.2671651325725417,2.2560245119742324
2018-02-21,1.2740677550996307,2.2159969472908525
2018-02-22,1.2449105231190385,2.207437289098208
2018-02-23,1.2266592953675464,2.3060502953802082
2018-02-26,1.2425462584752502,2.3598202558238035
2018-02-27,1.2072637997536064,2.308748794583182
2018-02-28,1.1692972938357746,2.117635246122508
2018-03-01,1.1523620538756658,1.9953610939196302
2018-03-02,1.1899488280222763,1.9148143770775312
2018-03-05,1.2160074123045572,2.0073569875985893
2018-03-06,1.2142016810093494,2.0718208075141438
2018-03-07,1.1594162317194534,2.090908436444728
2018-03-08,1.1889384260344356,2.167676989967805
2018-03-09,1.2401317288900389,2.3009110071710257
2018-03-12,1.2353466215947733,2.3559266968505868
2018-03-13,1.2127933486325144,2.1240112986642674
2018-03-14,1.2131418038279218,1.9824514952883183
2018-03-15,1.1870859681822814,1.9798668913102055
2018-03-16,1.1746574278253918,1.955958663219038
2018-03-19,1.0905271550226345,1.770969620290308
2018-03-20,1.1138284999509716,1.8265107314628526
2018-03-21,1.0994923043832288,1.786330477204087
2018-03-22,1.1052572977729378,1.549225756062165
2018-03-23,1.0639528579605877,1.3036925525143583
2018-03-26,1.1389114356563845,1.467750298942358
2018-03-27,1.1160663651651253,1.3639328367113546
2018-03-28,1.0714923835779544,1.229965079072176
2018-03-29,1.0661898555467917,1.3274860523977559
2018-04-03,1.0363821480655835,1.19001263074169
2018-04-04,1.04118696196601,1.2629665616989791
2018-04-05,1.0741691322791098,1.5154713185433049
2018-04-06,1.038204214787147,1.3475932230110528
2018-04-09,1.0323181642847992,1.387056190321143
2018-04-10,1.0603358406336376,1.5339561584738404
2018-04-11,1.0433566013596314,1.5727931057681042
2018-04-12,1.0426827451218255,1.5826781101130798
2018-04-13,1.0351250197867001,1.5262562178505177
2018-04-16,1.0383236545245884,1.5392884969979868
2018-04-17,1.0552811699020626,1.6705271660475076
2018-04-18,1.068969159453567,1.7438737093425265
2018-04-19,1.0474491362545593,1.6953926970035038
2018-04-20,1.02628925852513,1.624141671066475
2018-04-23,1.020917729913704,1.6028681615943001
2018-04-24,1.0065938330337738,1.5363711583877184
2018-04-25,0.982683693003508,1.493803956476574
2018-04-26,1.024401586808989,1.590884060440493
2018-04-27,1.02898026588881,1.6288462932047867
2018-04-30,1.0055187019386476,1.6245130061441357
2018-05-03,1.015754885881413,1.6090542950609594
2018-05-04,1.0501531695259954,1.76752224726249
2018-05-08,1.1113688060988434,1.77280485799657
2018-05-09,1.1485666869590077,1.869238727123968
2018-05-10,1.159191862653886,1.8251409597813228
2018-05-11,1.1590827900017862,1.7508264358754544
2018-05-14,1.1536267618353564,1.8358899159329451
2018-05-15,1.142027112266495,1.7944233613280587
2018-05-16,1.1289196374704438,1.801107005135991
2018-05-17,1.1358861467569454,1.7500238218837807
2018-05-18,1.1127105614814148,1.6962604673989483
2018-05-21,1.1277247704636668,1.7383932405076838
2018-05-22,1.126432410830486,1.7082390249759676
2018-05-23,1.167987343928727,1.6787529691012344
2018-05-24,1.1624049299905814,1.5717634243887673
2018-05-25,1.1730589858250489,1.5755956096800081
2018-05-29,1.1232399951976506,1.5026484604152242
2018-05-30,1.1712745030958707,1.5510397789353219
2018-05-31,1.1579307956342542,1.4682310419582059
2018-06-01,1.1946910847777317,1.5378178432606593
2018-06-04,1.1776114345201023,1.756059894373687
2018-06-05,1.1854601541686398,1.7501999551142888
2018-06-06,1.1705136565318779,1.7363729386204534
2018-06-07,1.1625351748589645,1.6785108742643253
2018-06-08,1.1546928190026735,1.628112352269294
2018-06-11,1.1496985813014358,1.5374074922466479
2018-06-12,1.1348968262943504,1.5110577115482065
2018-06-13,1.1370617179171927,1.4529048160280704
2018-06-14,1.1730382656940483,1.4763477204201774
2018-06-15,1.1276843159130985,1.4389697959835217
2018-06-18,1.1390796738457027,1.3958722471467089
2018-06-19,1.1204575682207962,1.3193421419200617
2018-06-20,1.1315612249762244,1.3797390138862442
2018-06-21,1.071681704270116,1.2943994909764374
2018-06-22,1.0803570336692996,1.320166749351742
2018-06-25,1.0148344973426582,1.0999949588035485
2018-06-26,1.0330008944965965,1.1784372297105634
2018-06-27,1.0566187370598843,1.227563362774923
2018-06-28,1.0978758464734375,1.2721779910460997
2018-06-29,1.0940246619601948,1.3287681222497716
2018-07-02,1.0602745736113564,1.4217108558637355
2018-07-03,1.0622153945255033,1.381560810090726
2018-07-06,1.0988932113644683,1.3676201132814116
2018-07-09,1.1207771782270428,1.4882778105507444
2018-07-10,1.1104020710743077,1.52946661349988
2018-07-11,1.092536153060976,1.460244783710772
2018-07-12,1.125868381537864,1.530589789730625
2018-07-13,1.1337665970740451,1.58305279763972
2018-07-16,1.113527138899806,1.6340242096350313
2018-07-17,1.1276658263354398,1.662363067484126
2018-07-18,1.1689502030261565,1.770516889478731
2018-07-19,1.179247397727499,1.7763124075915846
2018-07-20,1.1461542716979622,1.7913418175172993
2018-07-23,1.1391915648923507,1.8306661901459267
2018-07-24,1.1737277530355348,1.809959672945595
2018-07-25,1.1810555655554527,1.8114955688828702
2018-07-26,1.183726422664092,1.8086871629685142
2018-07-27,1.1650094507438347,1.683828496664754
2018-07-30,1.1570617967241288,1.560366731156997
2018-07-31,1.1734984992443622,1.5683990022991332
2018-08-01,1.2004300177121716,1.5857660428209326
2018-08-02,1.2135507109857855,1.6069366877896727
2018-08-03,1.205271719439011,1.5972276041438616
2018-08-06,1.2137005208877893,1.630184372558587
2018-08-07,1.25620241158054,1.714303502256293
2018-08-08,1.2998147802846058,1.792904452291688
2018-08-09,1.2945869600245625,1.7832383334928876
2018-08-10,1.2696373624643695,1.6910370376473967
2018-08-13,1.2334457760804136,1.7121199001885046
2018-08-14,1.2401536204987276,1.7479275015680873
2018-08-15,1.1971692733672428,1.665198196739194
2018-08-16,1.2206975546961494,1.6902419098663466
2018-08-17,1.2180504133699528,1.623429803832437
2018-08-20,1.2261353175695657,1.6190341176745593
2018-08-21,1.2479183029828593,1.6068697576322641
2018-08-22,1.3165316328347672,1.5921641619707991
2018-08-23,1.3351160759491756,1.6234296475208776
2018-08-24,1.34155227876368,1.6971703868153287
2018-08-28,1.3601386028586686,1.919884897940727
2018-08-29,1.3839228255835012,1.9536683738167446
2018-08-30,1.3885527011728374,1.845568880793988
2018-08-31,1.3879879648408657,1.7923964738024436
2018-09-05,1.3422135786145124,1.7076419526558702
2018-09-06,1.2655844117341248,1.7156263875983226
2018-09-07,1.2531839472806747,1.6961825111025663
2018-09-10,1.2538502368819795,1.6680326517449142
2018-09-11,1.2424566007302686,1.6173297570711482
2018-09-12,1.2093269298651228,1.5963090098948947
2018-09-13,1.2250514101134933,1.6517136484338764
2018-09-14,1.2295748347183486,1.6130510144885777
2018-09-17,1.246175242057723,1.5141134941974048
2018-09-18,1.2633079810504118,1.4986363991653087
2018-09-19,1.2918154873610825,1.4329647238022136
2018-09-20,1.3230441658478675,1.4954918097312246
2018-09-21,1.3111237981929773,1.5213789068615322
2018-09-24,1.2932210975307337,1.5440874351020193
2018-09-25,1.27976593199772,1.5881813308931574
2018-09-26,1.2768066262067446,1.4962243068915158
2018-09-27,1.2993190725273638,1.5241525200827672
2018-09-28,1.3068003966386226,1.5173599178444181
2018-10-01,1.2925051792869555,1.5761064218364813
2018-10-02,1.3188894313831645,1.5832511666571658
2018-10-05,1.2841906064869644,1.415927751499566
2018-10-08,1.229725021756753,1.298968824590818
2018-10-09,1.254876207716589,1.3031651317953283
2018-10-10,1.174454153043008,1.0447560250600372
2018-10-11,1.1418086707348243,0.9406156877103744
2018-10-12,1.1859993651691387,1.1574104331022708
2018-10-15,1.1613811439708563,1.1199204568488508
2018-10-16,1.2206149690345847,1.1936198272038903
2018-10-17,1.2470086504963964,1.1830435913044788
2018-10-18,1.2452053005376131,1.0338652606524983
2018-10-19,1.3522237897946432,0.9733762006649106
2018-10-22,1.4961290861586598,0.9838913869425722
2018-10-23,1.4585554230267097,0.8926800870589369
2018-10-24,1.3324119905447853,0.6146170914435821
2018-10-25,1.3012900391252213,0.7340130893237437
2018-10-26,1.2287828253045767,0.5459816352669796
2018-10-29,1.3245117727948654,0.4858686011743038
2018-10-30,1.3137181768035124,0.5520836607310002
2018-10-31,1.351247703295538,0.6801096074076993
2018-11-01,1.4290070766436314,0.7451890178823355
2018-11-02,1.4310505129234403,0.6700234771984237
2018-11-05,1.4393457002468684,0.6759747056225762
2018-11-06,1.4829957722070282,0.6620539416403574
2018-11-07,1.535224363805576,0.8078569439470675
2018-11-08,1.5006901810858944,0.7704574717917217
2018-11-09,1.4419834003021472,0.69729143795708
2018-11-12,1.3824352673692155,0.5091481453051504
2018-11-13,1.4160828520815876,0.5530663528313561
2018-11-14,1.3726748917420142,0.45716060649571394
2018-11-15,1.449746008575943,0.4556050974436525
2018-11-16,1.4424293361423954,0.445550972314299
2018-11-19,1.3825894366582319,0.28913199928065136
2018-11-20,1.3143901947371004,0.1657473333490563
2018-11-21,1.4038523539337968,0.20000901369454058
2018-11-26,1.4508478537193703,0.2723583215911347
2018-11-27,1.416790470266116,0.2133386654788587
2018-11-28,1.454012807841412,0.3156060264798994
2018-11-29,1.4278913002899136,0.31898281640088993
2018-11-30,1.3921073166592974,0.36881077072053503
2018-12-03,1.4157495262456428,0.48117280010180014
2018-12-04,1.3237686263011863,0.29645840612777113
2018-12-07,1.2747359263592624,0.2418847130893196
2018-12-10,1.2646523450636493,0.28417146403184235
2018-12-11,1.2906253834048582,0.2996025949930881
2018-12-12,1.3093020605882255,0.3517848919694723
2018-12-13,1.3071191108428797,0.29539320159263854
2018-12-14,1.256845695784436,0.09745216615381228
2018-12-17,1.1973886184349671,-0.037347344484196264
2018-12-18,1.1918276858071382,-0.01969200843722537
2018-12-19,1.1862012886336968,-0.09187842774721194
2018-12-20,1.1596905561605888,-0.08134756396843744
2018-12-21,1.0861743624645956,-0.21474663976830802
2018-12-28,1.0235207194667204,-0.16014916358373227
2019-01-03,0.9146755094313319,-0.3365299133692344
2019-01-04,1.037568631410928,-0.1302633676970347
2019-01-07,1.0148823394961166,-0.08746940011767318
2019-01-08,1.0392817693642118,-0.06314293008056306
2019-01-09,1.088451884478545,-0.02682625847372194
2019-01-10,1.0634285800138503,-0.08068998850372831
2019-01-11,1.0381999348324122,-0.11677467141803115
2019-01-14,1.0047961424364849,-0.15634281879150255
2019-01-15,1.044325848122565,-0.07560828642671275
2019-01-16,1.034621492501184,-0.11600246716424475
2019-01-17,1.0655886650143913,-0.162765282598503
2019-01-18,1.118188704252105,-0.03712881195918516
2019-01-23,1.1132386158227376,-0.04299235826978277
2019-01-24,1.165671914938379,-0.006897640404115574
2019-01-25,1.227364425796606,0.0999945585126799
2019-01-28,1.173975967207888,0.027502066875603904
2019-01-29,1.1690921569735448,0.0248509170884845
2019-01-30,1.189834903005748,0.16880388819296294
2019-01-31,1.1925853159307322,0.1763171088190164
2019-02-01,1.1864485139376881,0.12052909193989392
2019-02-04,1.2190900227436545,0.14114936588527396
2019-02-05,1.2504311219615896,0.20619881304105664
2019-02-06,1.2543394478312218,0.18396411096929544
2019-02-07,1.2072772136961811,0.08167439450148459
2019-02-08,1.175911267314135,0.09653550702576985
2019-02-11,1.186508169460369,0.09881458916448081
2019-02-12,1.2527251501442902,0.1071496214264363
2019-02-13,1.2393407579310038,0.10483307376759739
2019-02-14,1.2539331293617904,0.125257784770891
2019-02-15,1.2901559691648736,0.13249083718969118
2019-02-20,1.3224539461351654,0.15119775957392842
2019-02-21,1.3279129639274199,0.14379784703014892
2019-02-22,1.3933351575706623,0.2301168729225704
2019-02-25,1.4075468233180952,0.24160969039870286
2019-02-26,1.3788144566734768,0.18819917384152493
2019-02-27,1.331125005249761,0.18191628804697937
2019-02-28,1.339572722404371,0.2475710801038571
2019-03-01,1.3876990852315112,0.25907032590923196
2019-03-04,1.3824414330415251,0.3030010252539481
2019-03-05,1.3575756747251877,0.4231618306700812
2019-03-06,1.3078611446823867,0.5830259267683826
2019-03-07,1.292276589798503,0.46089125305077977
2019-03-08,1.2899869832999376,0.41750019583427217
2019-03-11,1.376356765781205,0.7001678484852042
2019-03-12,1.4566584856837863,0.68259354414686
2019-03-13,1.4804973116254436,0.5748806849259308
2019-03-14,1.4726528736053464,0.5528912300472371
2019-03-15,1.4800609278508983,0.5539745117546212
2019-03-18,1.5337860249230517,0.49205422266580234
2019-03-19,1.51482932503768,0.4915890185397204
2019-03-20,1.569799414500782,0.4757483816633636
2019-03-21,1.6462817668195047,0.572351998360017
2019-03-22,1.5463744085323186,0.3565031144757886
2019-03-25,1.4846980330245847,0.27369336620645107
2019-03-26,1.5075262186966918,0.3014871171021918
2019-03-27,1.4738357286407189,0.35051107698215944
2019-03-28,1.5064848164852607,0.44108051191894326
2019-03-29,1.5090033459513161,0.5104500084010549
2019-04-01,1.4789587500383101,0.5318615834360062
2019-04-02,1.4870677847945861,0.5060025058121546
2019-04-03,1.5576844753745964,0.5465858827757215
2019-04-04,1.5575973167995216,0.5231287227912711
2019-04-05,1.5566461442411486,0.4684955506480778
2019-04-08,1.6159002872768113,0.4546764012288925
2019-04-09,1.6511238314622092,0.5603483080980294
2019-04-10,1.6896331009551206,0.6076730086724411
2019-04-11,1.6807439026336792,0.6250822813429223
2019-04-12,1.7402252712346429,0.6845219786737314
2019-04-15,1.6989963270014787,0.8083593182176979
2019-04-16,1.6656510508324704,0.7952786894736076
2019-04-17,1.6824519072255413,0.839027783827124
2019-04-18,1.6946846738978611,0.9932924937433747
2019-04-23,1.6852294795420366,1.182042715159566
2019-04-24,1.7233624184622012,1.013923029197509
2019-04-25,1.7234753586784541,1.1143928208411997
2019-04-26,1.692443818735036,1.2003589852524206
2019-04-29,1.6897206344549818,1.1460884208839945
2019-04-30,1.6682504603409463,1.1691656602774307
2019-05-03,1.6411581928565044,1.163483648067873
2019-05-07,1.5585736208685168,0.889424192510031
2019-05-08,1.5481941964769388,0.9863570972614335
2019-05-09,1.510569085303577,0.903265078981502
2019-05-10,1.509125481694442,0.8116951555794617
2019-05-13,1.4550710362798414,0.6182677957917078
2019-05-14,1.4625039538871423,0.6485828093908337
2019-05-15,1.5094862063171262,0.7315030574698764
2019-05-16,1.490965946196356,0.7824883698209609
2019-05-17,1.4808801371600515,0.6620021223295628
2019-05-20,1.4382771691626566,0.5175027722619043
2019-05-21,1.4388028911046218,0.6101668158921557
2019-05-22,1.4213265290216712,0.6620956111533023
2019-05-23,1.3905245051285002,0.5816372786387
2019-05-24,1.3860304655858644,0.6276344992356578
2019-05-28,1.3710148735415923,0.6472928599721123
2019-05-29,1.3721497613965272,0.5477088297354994
2019-05-30,1.3964207352824636,0.5710377642980985
2019-05-31,1.3512188743611704,0.5389574809174694
2019-06-03,1.3093158491895136,0.4946660492728693
2019-06-04,1.3520137349584394,0.5008281592978729
2019-06-05,1.3680480840099147,0.4946013749140046
2019-06-06,1.3990008094697237,0.47964766122016633
2019-06-07,1.4208826547744984,0.5284225605793503
2019-06-12,1.376097243622627,0.4983953702078967
2019-06-13,1.4073186923539789,0.4828734829215772
2019-06-14,1.3861009094304395,0.47711944514317334
2019-06-17,1.3876972907449818,0.4715584697991037
2019-06-18,1.4067139698389692,0.5420305617964377
2019-06-19,1.3570587562218193,0.5376368674382672
2019-06-20,1.375705531721771,0.527263534362054
2019-06-21,1.383838744531099,0.5133988005247291
2019-06-24,1.3871653583258001,0.5268831971978054
2019-06-25,1.3597506332093467,0.5090138493085226
2019-06-26,1.3758965027643073,0.5107673603877814
2019-06-27,1.387276181611664,0.6045395252049441
2019-06-28,1.4267531078221913,0.5717574491643189
2019-07-01,1.4644042061006086,0.6588438692846671
2019-07-02,1.4724450748344284,0.5899779230868636
